timestamp,open,high,low,close,spread,momentum,variacion,score,rsi,ema,fuerza_cuerpo,mecha_superior,mecha_inferior,fuerza_mecha,bajistas,rf_spike,lstm_spike,visual_spike,prediccion_futura,score_drl,accion,monto,multiplicador,ganancia_esperada,duracion_estimada,ganancia_real,duracion_real,exito,operacion_exitosa,ultima_direccion
1752348180,17735.103,17735.103,17733.818,17733.818,1.2849999999998545,-1.294000000001688,-7.245517547881478e-05,-6.274950199854968e-05,0.0,17719.285507056036,1.2849999999998545,0.0,0.0,0.0,1,0.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348240,17733.814,17733.814,17732.649,17732.649,1.1649999999972351,-1.16899999999805,-6.569370807640337e-05,-6.461393246437656e-05,0.0,17721.715233051,1.1649999999972351,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348300,17732.631,17732.631,17731.662,17731.662,0.9690000000009604,-0.9870000000009895,-5.464502137336306e-05,-6.399738347110511e-05,0.0,17723.523736137784,0.9690000000009604,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348360,17731.646,17731.646,17730.587,17730.587,1.059000000001106,-1.0750000000007276,-5.9723727848001586e-05,-6.453121070868802e-05,0.0,17724.80796593607,1.059000000001106,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348420,17730.558,17730.558,17729.409,17729.409,1.1490000000012515,-1.1779999999998836,-6.480337505459508e-05,-6.346420156623555e-05,0.0,17725.644517589204,1.1490000000012515,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348480,17729.395,17729.395,17728.185,17728.185,1.2099999999991269,-1.223999999998341,-6.824823971709845e-05,-6.262281441389227e-05,0.0,17726.10642348722,1.2099999999991269,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348540,17728.176,17728.835,17727.963,17727.963,0.8719999999993888,-0.2220000000015716,-1.2014772416504556e-05,-5.188702728191251e-05,0.0,17726.443982858338,0.21299999999973807,0.6589999999996508,0.0,0.6589999999996508,1,0.29,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348600,17727.959,17727.959,17726.855,17726.855,1.1039999999993597,-1.1080000000001746,-6.227451225487152e-05,-5.3412925458214196e-05,0.0,17726.51871325288,1.1039999999993597,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348660,17726.841,17726.841,17725.762,17725.762,1.0790000000015425,-1.0930000000007567,-6.0868149040291075e-05,-5.36418096966721e-05,0.0,17726.381129030236,1.0790000000015425,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,0
1752348720.0,0,0,17725.744,17742.622,17725.523,17741.853,17.09899999999834,16.10900000000038,0.9899999999979627,0.00014107710350160174,54.0002684743909,17729.194196484543,16.09100000000035,0.0009087911909367741,0,288.0,1.0,0.0,0,0,0
