epoch,open,high,low,close,spread,ema,rsi,momentum,futuro,ganancia_real,direccion_real,variacion,cuerpo,es_verde,fuerza_cuerpo,fuerza_mecha,upper_shadow,lower_shadow,target_ganancia,target_direccion
1749676804,18501.7922492592,18502.35303378557,18499.970132250703,18500.530313290903,2.3829015348674147,18512.45119985441,38.54886331219331,0.1260974559571847,23.328698063647607,1.261935968297621,0,-1.261935968297621,1.261935968297621,0,0.5295793469655423,1.888290368711814,0.5607845263693889,0.5601810402004048,9.708696133177,1
1749676864,18505.030691949705,18506.11374319288,18503.255254795,18504.002548400123,2.858488397880137,18512.45119985441,38.54886331219331,0.1260974559571847,18.55881233505352,1.0281435495817275,0,-1.0281435495817277,1.0281435495817277,0,0.3596807286898463,2.78024250508894,1.0830512431748502,0.7472936051235592,6.988668823007174,1
1749676924,18512.645841231744,18513.69964328378,18509.628639158647,18510.23900942408,4.071004125133186,18512.45119985441,38.54886331219331,0.1260974559571847,10.22389711509095,2.4068318076642754,0,-2.4068318076642754,2.4068318076642754,0,0.5912131608003156,1.6914368973226743,1.0538020520361897,0.6103702654327208,1.2775327197450679,1
1749676984,18511.475074358128,18512.852743726085,18510.970315629165,18510.99121722313,1.8824280969201936,18512.45119985441,38.54886331219331,0.1260974559571847,11.188500614509394,0.483857134997379,0,-0.48385713499737903,0.48385713499737903,0,0.25703870376260574,3.890462619571354,1.3776693679574237,0.02090159396539093,12.867794131419942,1
1749677044,18510.304389573383,18512.454367183745,18510.187062190074,18511.516542143825,2.2673049936711323,18512.45119985441,38.54886331219331,0.1260974559571847,2.813111331153777,-1.212152570442413,0,1.212152570442413,1.212152570442413,1,0.5346223993699868,1.8704782293565638,0.9378250399204262,0.11732738330829307,11.044818591351941,1
1749677104,18518.20045365092,18524.37404662176,18516.92278875513,18523.85901135455,7.451257866629021,18512.45119985441,38.54886331219331,0.1260974559571847,-6.181234627871163,-5.658557703631232,1,5.658557703631232,5.658557703631232,1,0.7594096252612393,1.3168122084974712,0.5150352672098961,1.2776648957878933,-3.3961048153796582,0
1749677164,18522.03762729668,18523.07514668609,18521.446055907847,18522.561360735177,1.6290907782422437,18512.45119985441,38.54886331219331,0.1002962050319115,-3.413540394496522,-0.5237334384983114,1,0.5237334384983114,0.5237334384983114,1,0.32148798827246494,3.1105342116655703,0.5137859509122791,0.5915713888316532,-0.381642897536949,0
1749677224,18519.690255367008,18520.97795422548,18519.14315798584,18520.46290653917,1.8347962396401272,18512.45119985441,38.54886331219331,0.0552337390667169,-3.6724517141483375,-0.7726511721630231,0,0.7726511721630231,0.7726511721630231,1,0.42110984007942437,2.3746760578951145,0.5150476863091171,0.5470973811679869,-6.133253064192104,0
1749677284,18522.40305558494,18526.25578707559,18521.977525185208,18522.17971783764,4.278261890383874,18512.45119985441,38.54886331219331,0.0604424716278797,-21.980661406989384,0.2233377472985012,1,-0.2233377472985012,0.2233377472985012,0,0.05220290408064705,19.15601792412538,3.852731490653241,0.20219265243213158,-4.501941110960615,0
1749677344,18520.085967120875,18520.65685763157,18514.111972271752,18514.32965347498,6.544885359817272,18512.45119985441,38.54886331219331,0.0151965471048758,-15.46030976917973,5.756313645895716,0,-5.756313645895716,5.756313645895716,0,0.8795131541529818,1.1369924855439058,0.5708905106948805,0.21768120322667528,4.818166865701642,1
1749677404,18517.757318353026,18518.892883993205,18516.57899987469,18517.67777672668,2.31388411851367,18512.45119985441,38.54886331219331,-0.0333690438049774,-24.881365958674,0.0795416263463266,0,-0.07954162634632667,0.07954162634632667,0,0.03437578888852547,29.090228912832984,1.1355656401792658,1.0987768519880774,-0.8873219016568328,0
1749677464,18518.96712971085,18520.10182210417,18518.141713361867,18519.14782034068,1.9601087423034187,18512.45119985441,38.54886331219331,-0.0184290948104654,-28.18207171343965,-0.180690629829769,1,0.18069062982976902,0.18069062982976902,1,0.09218393538385806,10.847871547905182,0.9540017634899414,0.8254163489837083,-18.94876391002981,0
1749677524,18509.40072848757,18517.44184607633,18508.587218851564,18516.790454825023,8.854627224765864,18512.45119985441,38.54886331219331,-0.0198291572553063,-23.43032401898381,-7.389726337452885,1,7.389726337452885,7.389726337452885,1,0.834560881594584,1.198234795230307,0.6513912513073592,0.8135096360056195,-17.921111119223497,0
1749677584,18500.776139325,18501.09140856964,18498.893577623505,18500.19905643065,2.197830946133763,18512.45119985441,38.54886331219331,-0.1186721095564008,-15.073113476770232,0.5770828943495871,1,-0.5770828943495871,0.5770828943495871,0,0.26256916292655663,3.808518616048865,0.31526924463832984,1.305478807145846,-7.402645662645227,0
1749677644,18497.9647016788,18499.62831292629,18497.943697837163,18498.8693437058,1.6846150891251455,18510.640285701265,37.32043334968406,-0.0835045613778296,-6.297860164238955,-0.904642026998772,1,0.904642026998772,0.904642026998772,1,0.5370018919079483,1.8621897268182437,0.7589692204892344,0.021003841637138976,-7.903595078558283,0
1749677704,18492.90054607712,18493.67337129166,18492.11445779671,18492.796410768005,1.5589134949514118,18508.26110237684,32.263616596283256,-0.1343654763770936,-6.45506693439529,0.1041353091131895,1,-0.10413530911318958,0.10413530911318958,0,0.06679988508057029,14.9700760311467,0.7728252145425358,0.6819529712956864,0.5637200380333525,1
1749677764,18494.4717827401,18494.70860134684,18490.655481870646,18490.96574862724,4.0531194761933875,18505.955055210223,30.90423035885979,-0.1521780158938286,2.649781526997685,3.506034112859197,0,-3.506034112859197,3.506034112859197,0,0.865020947058548,1.1560410839494195,0.23681860673968913,0.3102667565945012,-5.839805673360388,0
1749677824,18489.93166236249,18493.845494353867,18489.607496010005,18493.36013080604,4.237998343862273,18504.27573195633,34.77513913523791,-0.1265355574236594,-15.282277704056469,-3.4284684435479,1,3.4284684435478994,3.4284684435478994,1,0.8089827688419099,1.2361199799980203,0.4853635478284559,0.32416635248591774,-0.7886472644786409,0
1749677884,18482.870143855816,18485.207817093265,18482.74000080145,18485.12594295388,2.467816291817144,18501.722426756005,28.79979574641948,-0.0814754124039247,-3.8038790047430666,-2.255799098064017,0,2.255799098064017,2.255799098064017,1,0.914086754130404,1.0939876223618872,0.08187413938503596,0.13014305436809082,1.2154008797297138,1
1749677944,18490.198387700424,18494.886142108226,18490.101391735432,18492.57148354156,4.784750372793496,18500.50230099408,39.00553697469414,-0.0340445680610497,-5.884011047841341,-2.373095841136092,1,2.3730958411360916,2.3730958411360916,1,0.49597056487192137,2.016248265178727,2.3146585666654573,0.0969959649919474,1.0440466126783576,1
